	logFC	logCPM	PValue
lis-1	-0.0795	6.56	0.947
lit-1	0.0774	7.38	0.912
LLC1.3	1.04	8.11	0.0528
lmn-1	0.0378	9.03	0.927
lmp-1	-0.128	8.05	0.801
lnp-1	-0.082	5.23	0.968
lon-2	0.11	6.22	0.927
lon-8	5.49	3.79	0.0327
lpd-2	1.24	6.97	0.159
lpd-3	-1.26	6.58	0.21
lpd-5	-0.214	6.69	0.827
lpd-6	0.236	6.38	0.833
lpd-7	0.544	7.02	0.511
lpd-8	-1.01	7.37	0.127
lpd-9	-0.943	6.44	0.37
lpin-1	0.972	8.72	0.0285
lpl-1	0.398	7.73	0.531
lrk-1	0.714	6.46	0.532
lrp-1	-1.64	1.69	0.483
lrp-2	-3.34	5.27	0.0757
lrr-1	0.139	8.45	0.747
lsd-1	0.216	7.5	0.735
lsl-1	-0.00282	8.17	0.996
lsm-1	-0.741	6.85	0.416
lsm-3	-1.04	6.31	0.373
lsm-4	-0.107	4.15	0.963
lsm-5	0.292	6.24	0.805
lsm-6	-0.766	5.24	0.623
lsm-7	-0.565	6.48	0.599
lsm-8	-0.853	6.57	0.426
lst-1	0.239	9.13	0.56
lst-2	-3.03	5.94	0.0604
lst-3	1.58	8.45	0.000421
lst-4	0.91	8.48	0.0363
lsy-12	1.59	7.81	0.00806
lsy-13	0.633	6.82	0.498
lsy-2	-0.675	7.33	0.341
lsy-22	2.28	6.69	0.0661
lsy-27	1.08	6.55	0.283
lys-8	4.12	1.8	0.0744
M01A10.1	1.39	7.39	0.0704
M01A8.2	-4.82	3.22	0.0603
M01B12.4	0.966	8.17	0.0377
M01E11.1	-0.472	6.67	0.621
M01E11.2	0.155	7.98	0.77
M01E11.3	1.6	8.11	0.00213
M01E5.1	-1.63	0.932	0.541
M01E5.2	-0.887	4.98	0.647
M01E5.3	-0.246	8.54	0.578
M01E5.4	-1.04	7.47	0.125
M01F1.3	-2.03	4.76	0.245
M01F1.4	0.374	7.26	0.741
M01F1.6	-2.22	4.32	0.274
M01F1.7	2.54	4.12	0.284
M01F1.8	0.466	5.11	0.767
M01F1.9	-4.55	4.52	0.0216
M01G5.1	-0.858	2.32	0.677
M01G5.3	-0.128	6.23	0.916
M01H9.3	0.67	8.62	0.143
M02B1.3	-0.663	9.06	0.128
M02B7.2	1.07	3.56	0.581
M02B7.4	1.58	2.77	0.473
M02B7.5	3.04	6.03	0.0233
M02B7.7	-0.227	4.77	0.894
M02D8.3	-2.45	4.81	0.229
M02E1.1	-1.06	5.64	0.46
M03A1.3	-1.61	0.921	0.541
M03B6.3	-1.8	3.51	0.325
M03B6.4	-3.67	5.34	0.0501
M03C11.1	-1.71	0.975	0.479
M03C11.2	1.55	5.23	0.325
M03C11.3	-1.75	1.76	0.445
M03C11.6	-2.35	3.08	0.244
M03C11.7	0.456	6.37	0.687
M03C11.8	-0.13	7	0.873
M03E7.2	-1.99	1.57	0.364
M03F8.3	1.03	7.9	0.0604
M04B2.2	-1.65	5.1	0.334
M04B2.4	-3.06	4.8	0.118
M04B2.7	-2.87	3.81	0.177
M04C9.3	-1.59	3.97	0.423
M04F3.2	-3.3	1.98	0.172
M04F3.3	1.23	3.37	0.497
M04F3.4	2.41	5.95	0.0859
M04F3.5	0.315	6.13	0.846
M04G7.3	1.67	4.89	0.425
M05B5.4	0.923	5.2	0.558
M05D6.2	0.298	8.48	0.494
M05D6.5	-0.763	5.89	0.561
M05D6.6	-0.966	5.86	0.486
M106.2	0.345	3.53	0.869
M106.3	-1.74	7.94	0.00753
M106.4	-0.522	7.39	0.445
M106.7	-0.324	5.49	0.832
M106.8	-1.19	4.11	0.571
M110.10	-3.86	2.41	0.103
M110.3	-0.385	8.37	0.387
M116.2	-2.76	1.6	0.203
M116.5	-2.3	4.95	0.199
M117.1	-1.97	4.13	0.339
M117.6	-1.27	3.66	0.528
M142.8	-2.36	4.62	0.231
M151.3	-0.148	5.15	0.944
M151.7	2.17	6.17	0.0751
M163.1	-0.544	4.81	0.791
M176.11	-0.977	4.56	0.574
M176.2	0.135	7.14	0.869
M176.4	-3.44	2.61	0.107
M18.3	-0.0281	6.33	0.984
M18.6	1.69	8.25	0.00108
M18.8	0.142	8.12	0.769
M199.2	-0.692	5.89	0.634
M28.5	-0.396	8.06	0.472
M57.1	2.76	3.83	0.14
M57.2	1.09	7.36	0.169
M60.6	-0.441	5.68	0.808
M70.4	-3.5	6	0.0139
M70.5	-0.26	4.49	0.896
M88.2	0.709	6.29	0.553
M88.5	-0.847	7.31	0.26
M88.7	-0.115	6.68	0.906
mab-10	-2.1	1.54	0.354
mab-20	1.05	5.75	0.45
mab-31	-3.19	1.9	0.185
mac-1	-0.707	4.92	0.672
madd-2	0.377	3.38	0.866
madf-1	-2.53	1.45	0.282
mag-1	-0.121	7.12	0.876
magi-1	-1.15	6.47	0.355
mai-2	0.184	6.64	0.87
mak-2	0.731	6.35	0.524
map-1	0.593	6.16	0.624
map-2	0.222	6.92	0.8
marc-6	-3.25	7.16	0.000141
mars-1	0.847	8.19	0.0791
mat-1	0.9	7.61	0.127
mat-2	0.438	7.73	0.503
mat-3	0.585	5.96	0.652
math-15	-3.08	1.82	0.2
math-33	0.149	7.83	0.812
math-37	5.57	3.03	0.0255
mau-2	-0.499	8.02	0.43
mau-8	-1.24	5.71	0.382
max-2	-4.48	4.72	0.0285
mbd-2	0.267	7.25	0.763
mbf-1	-0.34	6.88	0.696
mbk-1	0.405	6.59	0.71
mbk-2	0.196	10	0.623
mboa-2	-0.858	7.61	0.147
mboa-3	-2.39	4.81	0.22
mboa-6	-0.747	7.48	0.232
mboa-7	-0.00132	6.24	1
mbtr-1	-0.0178	6.42	0.991
mca-1	-0.0486	7.33	0.956
mca-2	-5.39	3.74	0.0207
mca-3	-0.903	8.19	0.06
mcd-1	-0.281	6.23	0.826
mce-1	-0.57	6.66	0.644
mcm-2	-0.722	7.17	0.347
mcm-3	0.717	8.72	0.0952
mcm-4	0.48	8.59	0.263
mcm-5	0.289	9.35	0.48
mcm-6	0.47	9.29	0.242
mcm-7	0.558	9.55	0.168
mdf-1	-0.0976	7.39	0.885
mdf-2	-0.347	8.15	0.472
mdh-1	0.519	7.8	0.364
mdh-2	0.37	8.16	0.428
mdt-1.2	1.14	6.19	0.355
mdt-10	-2.65	6.19	0.0321
mdt-11	-0.0387	7.11	0.962
mdt-15	-0.108	7.59	0.882
mdt-17	-0.711	5.2	0.66
mdt-18	-0.305	7.23	0.684
mdt-19	-0.367	6.81	0.707
mdt-20	-0.424	5.94	0.747
mdt-21	-2.97	1.74	0.179
mdt-22	0.37	8.01	0.504
mdt-26	-0.361	9.31	0.382
mdt-27	0.577	8.28	0.203
mdt-28	0.241	9.07	0.567
mdt-29	-2.32	5.09	0.177
mdt-30	0.875	6.72	0.353
mdt-31	-0.104	5.75	0.95
mdt-4	2.36	5.27	0.153
mdt-6	0.695	7.19	0.366
mdt-8	1.14	7.25	0.133
mdt-9	0.087	7.22	0.903
mec-15	0.15	8.39	0.744
mec-6	-2.5	3.01	0.295
mec-8	0.829	6.88	0.371
mecr-1	-0.00701	5.72	1
meg-1	0.0564	8.84	0.894
meg-2	0.457	6.8	0.625
mei-1	0.84	8.05	0.084
mei-2	-0.22	7.79	0.687
mek-1	0.116	8.87	0.783
mek-2	-0.174	3.66	0.936
mel-11	0.706	7.04	0.485
mel-26	-0.124	9.84	0.756
mel-28	-0.294	5.9	0.834
mel-32	0.48	8.31	0.315
mel-46	0.293	5	0.855
mel-47	0.0396	7.92	0.94
memb-1	0.936	4.81	0.578
memb-2	-0.537	6.84	0.547
men-1	-0.898	6.98	0.281
mep-1	0.401	7.93	0.438
mes-1	-0.885	7.31	0.207
mes-2	-0.201	7.1	0.838
mes-3	-1.32	5.89	0.316
mes-4	-0.2	8.02	0.688
mes-6	3.27	7.01	0.00195
mesp-1	0.454	6.4	0.679
met-1	1.12	8.62	0.0247
met-2	1.35	7.79	0.0166
mett-10	-0.681	7.41	0.389
mev-1	0.433	7.28	0.566
mex-1	1.22	8.52	0.00617
mex-3	0.0903	9.66	0.824
mex-5	0.86	10.6	0.0305
mex-6	0.407	10.2	0.305
mfap-1	0.258	8.15	0.593
mfb-1	-0.392	5.81	0.82
mff-1	-0.285	5.01	0.863
mff-2	0.0871	6.54	0.935
mif-1	-2.23	5.06	0.177
mif-2	4.94	2.47	0.0404
mif-3	-1.25	6.07	0.313
mig-1	-4.51	2.96	0.0457
mig-10	0.284	6.25	0.804
mig-13	-2.14	1.21	0.387
mig-14	-1.28	6.34	0.259
mig-15	1.14	5.77	0.435
mig-2	-0.529	6.38	0.623
mig-22	-0.928	6.96	0.471
mig-23	-1.27	6.27	0.344
mig-32	-0.00173	8.92	0.998
mig-5	1.2	8.29	0.0257
mis-12	-0.0106	6.91	0.991
misc-1	-0.136	7.84	0.806
mix-1	0.852	7.43	0.269
miz-1	0.155	7.89	0.783
mkk-4	-0.691	5.87	0.667
mlc-4	0.218	7.62	0.743
mlcd-1	0.736	6.9	0.389
mlh-1	-0.00737	6.67	0.998
mlk-1	0.277	3.75	0.91
mls-2	5.31	2.76	0.0342
mlt-10	3.13	4.87	0.18
mlt-4	4.13	1.75	0.0801
mlt-7	5.79	3.2	0.0241
mmaa-1	-0.463	7.94	0.368
mmab-1	-0.00697	6.77	0.996
mmcm-1	1.83	8.33	0.000822
mml-1	0.774	6.76	0.429
mms-19	-1.16	7.65	0.125
mnat-1	-0.397	8.31	0.395
mnk-1	-2.37	3.26	0.258
moag-4	0.0422	6.45	0.973
moc-1	-0.404	5.14	0.836
moc-2	-0.0271	2.28	1
moc-3	-1.13	7.35	0.0997
mod-1	-5.14	4.09	0.0218
mog-1	0.737	7.62	0.253
mog-2	-0.224	7.5	0.733
mog-3	0.915	7.28	0.214
mog-4	-1.24	5.78	0.367
mog-5	0.451	8.25	0.324
mom-1	-1.12	5.54	0.532
mom-2	0.782	9.69	0.0504
mom-4	-0.285	8.2	0.63
mom-5	-6.92	5.18	0.00113
moma-1	-0.182	7.09	0.822
mon-2	-0.18	6.44	0.87
mop-25.1	0.672	7.22	0.378
mop-25.2	0.0264	7.08	0.975
mop-25.3	0.61	6.19	0.623
morc-1	0.706	7.96	0.175
mpk-1	0.474	7.54	0.434
mppa-1	-5.32	4.26	0.026
mppb-1	1.79	6.16	0.176
mpz-1	-1.8	2.84	0.435
mrck-1	-0.318	7.59	0.613
mre-11	1.31	8.15	0.00623
mrg-1	0.138	8.11	0.772
mrp-1	-5.86	4.17	0.019
mrp-2	-0.231	3.54	0.919
mrp-4	2.68	8.37	1.09e-06
mrp-5	-1.22	6.51	0.304
mrp-7	-0.446	7.4	0.516
mrp-8	-2.71	1.56	0.21
mrpl-41	-0.301	3.99	0.882
mrps-5	-2.22	6.38	0.0946
mrt-1	0.875	6.32	0.461
mrt-2	0.0286	4.99	0.987
msh-2	-0.326	7.4	0.615
msh-5	0.575	7.37	0.409
msh-6	-0.156	8.16	0.747
msi-1	-2.79	4.11	0.165
mspn-1	-0.302	8.34	0.516
msra-1	-2.07	3.03	0.315
MTCE.11	-2.03	9.57	1.46e-06
MTCE.12	-1.59	9.66	0.000372
MTCE.16	-2.09	8.58	2.87e-06
MTCE.19	0.874	1.97	0.677
MTCE.23	-1.83	10.4	6.86e-06
MTCE.25	-1.52	9.07	0.000251
MTCE.26	-1.34	12.4	0.00129
MTCE.3	-1.1	9.43	0.0383
MTCE.31	-1.76	11.4	6.45e-05
MTCE.33	-2.04	9.09	0.000186
MTCE.34	-2.44	7.86	6.23e-05
MTCE.35	-1.28	9.49	0.00216
MTCE.4	-2.01	6.69	0.0437
MTCE.7	-2.33	7.89	0.000193
mtk-1	0.9	8.65	0.1
mtm-1	0.00813	6.45	0.995
mtm-3	0.163	8.71	0.712
mtm-5	0.522	6.48	0.682
mtm-6	0.169	7.35	0.807
mtm-9	-0.242	6.15	0.846
mtp-18	-3.06	3.6	0.126
mtr-4	0.968	8.03	0.0581
mtss-1	-0.718	6.44	0.505
mtx-1	1.48	8.68	0.0014
mtx-2	-1.04	7.24	0.152
mua-3	-3.8	2.37	0.12
mup-4	-4.45	2.9	0.0458
mus-101	-0.836	7.02	0.322
mus-81	0.605	5.78	0.69
mut-14	-0.0574	6.66	0.955
mut-15	0.451	7.12	0.56
mut-16	-0.146	8.45	0.752
mut-2	0.721	7.92	0.177
mut-7	-0.81	7.19	0.284
mvb-12	-1.07	6.8	0.237
mvk-1	-0.0645	7.62	0.92
mxl-1	0.378	6.28	0.745
mxl-2	1.19	6.33	0.296
myo-5	-4.65	3.08	0.0684
mys-1	0.975	7.87	0.0747
mys-2	-4.05	3.52	0.0608
mys-4	0.871	5.61	0.612
nab-1	-1.78	3.09	0.408
nac-2	3.54	2.91	0.135
nape-2	-1.27	2.15	0.55
nars-1	0.803	8.27	0.0964
nars-2	-0.553	5.24	0.721
nasp-1	0.655	8.43	0.134
nasp-2	0.723	9.63	0.0746
nbet-1	-0.211	8.01	0.7
ncbp-1	0.159	8.65	0.753
ncbp-2	-0.977	4.4	0.622
nck-1	-1.4	6.99	0.0931
ncl-1	-0.618	8.18	0.187
ncs-2	0.223	6	0.858
ncx-1	-2.49	3.49	0.248
ncx-3	-0.724	5.28	0.65
ndc-80	1.47	8.06	0.00273
ndg-4	3.62	1.78	0.128
nduf-2.2	0.238	7.92	0.699
nduf-5	-0.979	5.77	0.472
nduf-6	-0.598	5.83	0.655
nduf-7	-0.574	7.56	0.378
ndx-2	-4.79	3.2	0.0288
ndx-3	1.88	5.54	0.271
ndx-4	-2.54	4.84	0.137
ndx-6	-1.8	6.05	0.163
ndx-7	1.56	5.53	0.325
ndx-9	-0.165	6.28	0.887
ned-8	-0.271	6.01	0.831
nekl-2	5.68	3.1	0.0266
nep-1	-0.585	6.32	0.635
nex-1	1.2	7.45	0.0607
nex-2	-1.4	3.5	0.523
nfi-1	-1.02	6.96	0.229
nft-1	0.644	5.72	0.647
nfya-1	1.37	6.26	0.24
nfya-2	0.0931	6.08	0.945
nfyb-1	1.06	7.32	0.125
nfyc-1	0.933	9.04	0.0455
ngp-1	0.591	7.33	0.411
nhl-2	-1.54	4.44	0.453
nhl-3	-0.33	4.88	0.871
nhr-1	-0.776	5.15	0.653
nhr-10	-0.799	7.11	0.302
nhr-100	-4.46	5.71	0.0149
nhr-102	-1.56	3.61	0.461
nhr-105	2.02	5.68	0.295
nhr-11	-2.09	1.18	0.373
nhr-12	-0.631	7.44	0.365
nhr-122	-0.335	6.09	0.843
nhr-123	-5.44	3.78	0.0396
nhr-129	-3.23	1.93	0.178
nhr-13	-2.36	6	0.154
nhr-130	-4.33	2.8	0.0851
nhr-133	-5.45	3.8	0.039
nhr-135	5.85	3.25	0.0236
nhr-138	-0.499	6.23	0.759
nhr-145	-4.69	3.11	0.0595
nhr-154	-2.42	5.21	0.195
nhr-161	1.62	6.22	0.258
nhr-168	-3.95	2.48	0.0916
nhr-17	1.06	5.56	0.511
nhr-181	1.02	6.14	0.427
nhr-182	-5.35	3.7	0.0209
nhr-19	-7.26	5.52	0.000264
nhr-190	-4.34	3.38	0.0871
nhr-2	0.846	8.2	0.0912
nhr-20	0.858	7.66	0.14
nhr-205	6.41	3.79	0.0158
nhr-207	0.562	4.69	0.804
nhr-21	0.457	6.39	0.671
nhr-22	0.956	6.64	0.33
nhr-228	4.24	5.25	0.0572
nhr-23	-0.85	7.65	0.208
nhr-243	0.685	3.61	0.741
nhr-256	1.42	7.35	0.0926
nhr-28	5.77	4.05	0.0288
nhr-286	1.54	4.55	0.393
nhr-31	1.06	5.57	0.596
nhr-32	-0.657	3.9	0.763
nhr-34	0.252	5.54	0.893
nhr-35	3.11	5.06	0.134
nhr-36	-3.13	1.85	0.191
nhr-4	3.37	3.18	0.1
nhr-40	-0.727	5.1	0.702
nhr-42	-0.509	3.7	0.822
nhr-45	2.67	5.67	0.135
nhr-46	0.258	7.05	0.769
nhr-47	2.69	6.67	0.013
nhr-48	0.512	3.71	0.811
nhr-49	0.211	7.78	0.723
nhr-5	-3.89	2.44	0.113
nhr-56	-0.415	4.44	0.849
nhr-57	0.733	4.26	0.755
nhr-61	0.646	4.5	0.709
nhr-62	4.86	2.36	0.0469
nhr-64	-2.1	2.69	0.301
nhr-65	5.25	3.54	0.0431
nhr-66	1.75	7.57	0.00855
nhr-68	-1.98	1.12	0.416
nhr-69	0.826	2.79	0.697
nhr-7	3.91	2.36	0.107
nhr-70	0.788	4.79	0.634
nhr-71	2.65	7.74	1.22e-05
nhr-78	1.79	6.57	0.0806
nhr-84	-2.52	5.16	0.2
nhr-86	1.08	6.81	0.25
nhr-88	0.775	4.49	0.653
nhr-91	-4.27	3.31	0.0829
nhr-95	0.169	4.65	0.928
nhr-96	5.62	3.04	0.0279
nhr-97	-3.36	4.87	0.0877
nhx-5	-6.11	5.42	0.00177
nhx-8	-1.26	1.93	0.498
nipa-1	-0.801	6.71	0.405
nipi-3	0.255	7.24	0.726
nkat-3	0.275	6.54	0.792
nkb-1	0.447	7.24	0.534
nkcc-1	2.39	6.87	0.0102
nlg-1	-3.55	2.17	0.133
nlp-24	-3.55	2.17	0.118
nlp-36	-0.893	5.43	0.557
nlp-40	-4.39	3.29	0.0349
nlp-41	-0.178	2.56	0.929
nlr-1	-2.84	4.26	0.197
nmgp-1	5.87	3.31	0.0205
nmt-1	0.53	7.95	0.304
nmy-1	-0.421	5.12	0.826
nmy-2	0.962	9.22	0.023
noah-1	-5.16	3.53	0.0231
noah-2	-1.93	4.29	0.344
nol-1	-0.906	6.91	0.302
nol-10	1.28	8.75	0.00343
nol-5	0.545	8.86	0.204
nol-6	0.224	6.07	0.884
nol-9	0.555	6.81	0.539
nos-1	0.342	6.78	0.708
nos-2	0.573	8.94	0.175
nos-3	0.457	8.44	0.302
npl-4.1	0.191	6.5	0.854
npl-4.2	0.566	6.82	0.533
npp-1	-0.0131	8.24	0.981
npp-10	0.639	9.02	0.127
npp-11	-0.317	8.14	0.504
npp-12	-0.553	8.89	0.18
npp-13	-0.172	7.53	0.78
npp-14	0.0665	7.75	0.911
npp-15	-0.0874	8.16	0.857
npp-16	1.11	5.82	0.406
npp-17	0.321	7.8	0.56
npp-18	-0.246	8.36	0.577
npp-19	-0.237	7.67	0.684
npp-2	0.23	8.38	0.629
npp-20	-0.866	7.11	0.261
npp-21	1.12	8.15	0.0187
npp-22	-0.0746	9.02	0.866
npp-3	-0.0167	7.43	0.982
npp-4	0.124	7.02	0.88
npp-5	0.437	7.55	0.515
npp-6	-0.215	8.12	0.694
npp-7	-0.801	7.92	0.122
npp-8	-0.0837	8.11	0.862
npp-9	0.687	8.93	0.095
npr-17	0.132	3.5	0.962
npr-3	-2.61	1.5	0.246
nra-1	0.633	7.98	0.221
nra-2	0.441	9.06	0.284
nra-3	0.535	7.04	0.54
nra-4	-1.11	6.63	0.262
nrd-1	0.421	7.99	0.4
nrde-3	0.761	7.56	0.252
nrf-6	2.57	5.07	0.156
nsf-1	0.576	8.12	0.224
nspd-9	6.11	3.53	0.0174
nst-1	-0.248	8.14	0.615
nsy-1	1.27	6.92	0.196
nsy-7	0.441	6.49	0.725
nth-1	-1.85	5.42	0.24
ntl-2	1.82	6.62	0.0649
ntl-3	-0.703	3.76	0.768
ntl-4	-0.426	7.87	0.5
ntp-1	0.704	8.59	0.108
nucb-1	0.178	5.26	0.913
nud-1	0.0208	7.38	0.976
nud-2	0.208	6.49	0.84
num-1	0.81	8.37	0.0846
nuo-1	0.424	7.74	0.476
nuo-2	-0.105	7.83	0.861
nuo-3	0.418	8.63	0.355
nuo-4	0.178	8.73	0.694
nuo-5	0.502	6.22	0.713
nuo-6	-0.518	6.86	0.567
nurf-1	0.427	8.05	0.383
nxf-1	-2.88	2.07	0.202
nxf-2	0.277	8.12	0.556
nxt-1	0.642	7.55	0.33
oac-29	6.95	4.31	0.0102
oac-55	-3.96	2.49	0.066
obr-1	0.363	4.99	0.825
obr-2	-0.788	5.13	0.641
obr-3	1.29	5.81	0.403
obr-4	0.589	7.98	0.302
ocrl-1	-0.119	7.38	0.86
odd-1	4.29	1.88	0.0698
odr-4	0.182	6.89	0.833
oga-1	1.37	6.59	0.2
ogt-1	0.0942	8.31	0.837
olrn-1	-5.51	3.85	0.0132
oma-1	0.343	9.67	0.405
oma-2	1.08	10.1	0.0083
ooc-3	-0.32	7.7	0.576
ooc-5	-0.338	8.52	0.471
orai-1	0.672	7.62	0.263
orc-2	0.546	8.1	0.287
osm-7	-3.83	2.39	0.118
osr-1	-2.87	3.93	0.144
ostb-1	0.0968	9.59	0.814
ostd-1	-0.587	7.99	0.27
otpl-1	-4.14	2.64	0.0972
otub-1	-0.533	8.18	0.272
oxi-1	-0.0969	7	0.913
oxy-4	0.613	4.88	0.761
paa-1	0.459	9.16	0.253
pab-1	1.26	7.74	0.0615
pab-2	0.822	6.59	0.485
pabp-2	-0.0201	8.62	0.967
pac-1	-0.468	7.03	0.605
pad-1	-1.98	5.22	0.219
pad-2	-4.98	3.37	0.0242
paf-2	-3.46	3.99	0.1
pak-1	0.122	6.83	0.898
pak-2	0.839	9.08	0.0542
pal-1	-0.0211	9.01	0.962
pam-1	0.639	8.86	0.131
pan-1	8.1	5.45	0.00172
pap-1	0.302	9.3	0.462
paqr-1	0.948	8.47	0.0307
paqr-2	-0.292	7.5	0.71
par-1	0.137	5.97	0.923
par-2	1.02	6.7	0.274
par-3	0.84	8.36	0.0579
par-5	0.518	9.39	0.213
par-6	0.469	7.24	0.519
pars-1	1.2	8.45	0.00723
pars-2	0.643	5.8	0.66
pas-1	-0.188	8.27	0.687
pas-2	0.118	8.65	0.811
pas-3	-0.00981	8.82	0.983
pas-4	0.122	8.1	0.799
pas-5	-0.22	8.3	0.639
pas-6	0.891	8.13	0.0679
pas-7	0.000392	7.72	1
pash-1	-1.29	7.08	0.106
pat-10	-6.17	4.94	0.00261
pat-12	0.241	6.15	0.843
pat-3	-0.264	8.47	0.567
pat-4	1.3	5.15	0.457
pat-6	-0.117	7.35	0.863
pat-9	1.52	2.42	0.508
patr-1	0.2	9.83	0.641
pbrm-1	0.0936	7.93	0.857
pbs-1	0.905	7.96	0.097
pbs-2	0.814	8.19	0.123
pbs-3	-0.0217	8.3	0.963
pbs-4	-0.161	8.05	0.753
pbs-5	0.285	8.25	0.565
pbs-6	0.894	7.89	0.0919
pbs-7	0.155	8.97	0.733
pcaf-1	0.401	7.36	0.557
pcbd-1	-1.75	5.07	0.36
pcca-1	0.352	7.49	0.604
pccb-1	1.52	7.71	0.0117
pcf-11	-1.01	3.82	0.587
pch-2	0.683	7.67	0.238
pcm-1	1.31	7.07	0.149
pcn-1	0.389	9.4	0.375
pcp-5	-1.95	5.8	0.263
pcs-1	1.79	4.36	0.392
pct-1	-1	8.39	0.0249
pdcd-2	-1.69	5.99	0.186
pde-2	0.192	6.95	0.847
pde-3	-0.91	4.92	0.58
pde-6	-3.02	1.78	0.161
pdfr-1	-3.9	2.45	0.114
pdhk-2	0.229	8.05	0.644
pdi-1	0.741	8.91	0.0844
pdi-2	0.118	8.43	0.789
pdi-3	0.498	9.9	0.212
pdk-1	0.457	7.9	0.416
pdp-1	2.24	8.29	2.14e-06
pdr-1	0.613	7.57	0.31
peb-1	-2.5	1.42	0.271
pek-1	-0.508	6.43	0.667
pen-2	-0.376	7.29	0.603
pes-1	-1.18	2.69	0.572
pes-9	0.554	7.34	0.416
pfd-1	-0.489	5.99	0.71
pfd-2	-0.449	6.77	0.64
pfd-3	0.807	8.55	0.0988
pfd-4	-1.69	6.39	0.126
pfd-5	-1.94	6.29	0.11
pfd-6	-0.158	8.33	0.756
pfn-1	-0.0939	8.69	0.837
pfn-2	-0.833	4.83	0.668
pfs-2	0.41	6.82	0.684
pgam-5	0.563	8.13	0.244
pgk-1	1.67	7.7	0.00783
pgl-1	0.327	6.58	0.74
pgl-2	-1.08	6.89	0.252
pgl-3	2.11	7.25	0.0128
pgp-1	-3.34	2.01	0.166
pgp-4	-1.07	2.99	0.613
pgs-1	-0.0788	7.6	0.896
pha-1	-4.44	2.9	0.0782
phb-1	0.784	8.34	0.0891
phb-2	-0.167	8.85	0.695
phip-1	-2.37	5.38	0.14
pho-11	-0.578	2.47	0.768
pho-5	-0.976	5.83	0.527
pie-1	0.308	7.07	0.708
pif-1	-0.457	6.37	0.721
pig-1	-0.795	7.06	0.319
piki-1	-0.449	6.66	0.664
pink-1	0.22	8.61	0.614
pir-1	0.474	8.72	0.258
pis-1	0.143	5.8	0.929
pisy-1	-1.66	6.01	0.193
pix-1	-5.46	3.81	0.0176
pkc-1	0.875	5.84	0.514
pkc-3	0.229	8.63	0.603
pkn-1	-0.19	7.29	0.788
plc-3	-0.0387	5.44	0.986
plc-4	1.93	7.68	0.00119
pld-1	0.52	7.18	0.53
plk-1	0.169	9.02	0.687
plk-2	1.65	7.67	0.00548
plk-3	0.421	5.33	0.791
plp-1	0.18	8.19	0.708
plr-1	-5.6	3.93	0.0119
plst-1	-1.18	3.61	0.517
plx-1	-4.67	4.6	0.0187
pme-1	2.95	6.93	0.00173
pme-2	-0.164	7.88	0.776
pme-3	0.928	6.95	0.284
pme-5	1.73	6.79	0.0773
pmk-1	3.25	4.63	0.106
pmp-3	-0.836	8.17	0.127
pmr-1	-0.303	7.09	0.697
pms-2	0.544	6.89	0.553
pmt-2	6.12	3.52	0.00814
pnc-1	-0.52	2.37	0.782
png-1	0.947	5.75	0.488
pnk-1	-0.265	8.3	0.573
pnk-4	0.43	4.3	0.835
pod-1	2.34	7.17	0.00463
pod-2	2.2	5.52	0.259
pole-2	-0.212	7.66	0.721
polg-1	-1.66	3.6	0.409
polh-1	1.92	6.92	0.0385
polk-1	1.11	8.5	0.0121
polq-1	2.58	6.53	0.128
pos-1	0.348	10.7	0.412
pot-1	-1.38	5.84	0.305
pot-2	0.077	6.66	0.942
pot-3	-1.54	5.27	0.338
ppfr-1	-0.516	8.07	0.325
ppfr-2	0.267	7.72	0.64
ppfr-4	1.95	4.88	0.273
ppgn-1	0.716	6.83	0.434
pph-1	-1.84	3.92	0.332
pph-4.1	0.0864	6.69	0.929
pph-4.2	0.868	7.5	0.175
pph-5	-0.342	5.82	0.802
pph-6	1.35	4.37	0.517
ppk-1	-0.0656	7.02	0.937
ppk-2	2.61	6.28	0.0365
ppk-3	0.428	6.43	0.7
ppp-1	0.0308	7.41	0.964
pps-1	0.332	7.96	0.685
pptr-1	-0.738	5.14	0.638
pptr-2	0.891	8.5	0.0484
ppw-1	0.904	5.12	0.567
ppw-2	2.6	6.4	0.0408
pqbp-1.1	0.218	7.27	0.769
pqe-1	0.559	8.8	0.2
pqn-20	1.96	2.02	0.371
pqn-21	0.0447	7.19	0.955
pqn-27	-1.45	5.88	0.276
pqn-34	1.44	5.76	0.3
pqn-39	0.696	5.16	0.664
pqn-41	-1.47	5.02	0.364
pqn-45	-0.429	9.66	0.293
pqn-47	0.672	6.15	0.571
pqn-51	0.851	8.26	0.0812
pqn-52	0.482	8.07	0.329
pqn-53	0.28	6.81	0.794
pqn-55	0.344	7.51	0.579
pqn-59	1.31	9.46	0.00201
pqn-65	1.39	8.77	0.003
pqn-68	-2.97	3.17	0.144
pqn-70	0.726	7.93	0.198
pqn-82	0.85	6.09	0.484
pqn-83	-3.2	6.5	0.0323
pqn-85	0.0674	7.42	0.926
pqn-87	0.527	7.26	0.488
pqn-89	-0.751	5.2	0.691
pqn-92	-4.37	2.84	0.0824
pqn-96	-0.169	6.12	0.89
praf-3	-0.463	7.53	0.46
prdx-2	0.25	8.91	0.557
prdx-3	-0.87	7.66	0.136
prdx-6	-5.33	4.69	0.0114
prg-1	0.822	8.43	0.0626
prg-2	4.99	6.19	0.00106
pri-1	0.278	7.44	0.671
