	logFC	logCPM	PValue
ddl-3	2.12	6.08	0.229
ddp-1	-3.82	4.05	0.105
ddr-1	-3.12	1.87	0.208
ddx-19	-0.567	7.44	0.473
ddx-23	-0.5	8.13	0.405
dep-1	-1.82	4.42	0.461
deps-1	-0.0169	8.6	0.976
dgk-2	-2.75	4.1	0.28
dgk-4	-3.21	6.31	0.0196
dgn-1	3.71	5.28	0.0526
DH11.2	4.12	2.44	0.123
dhc-1	-0.359	7.92	0.607
dhfr-1	0.547	6.94	0.613
dhhc-1	1.41	5.31	0.437
dhhc-2	-3.33	2.01	0.185
dhod-1	-0.0777	7.23	0.931
dhs-1	-0.114	7.34	0.891
dhs-11	0.786	4.74	0.669
dhs-12	0.816	5.37	0.625
dhs-13	1.33	4.67	0.486
dhs-17	-5.76	4.07	0.0308
dhs-19	-0.366	5.45	0.827
dhs-22	-0.0408	8.41	0.941
dhs-25	-1.98	5.5	0.319
dhs-27	0.351	5.87	0.826
dhs-3	-3.04	1.83	0.182
dhs-30	-0.801	5.16	0.646
dhs-6	-0.297	6.85	0.774
dhs-8	4.66	2.89	0.0885
dhs-9	2.73	4.38	0.21
dic-1	-0.215	7	0.83
die-1	-1.41	6.09	0.425
dif-1	-0.544	6.8	0.603
dig-1	-3.26	1.97	0.192
dim-1	-1.56	5.46	0.436
din-1	-0.0699	5.34	0.967
dis-3	-0.733	7.6	0.444
div-1	0.0713	7.24	0.935
djr-1.1	1.5	6.61	0.252
dkf-1	0.811	6.64	0.489
dkf-2	-0.857	6.03	0.613
dlc-1	0.213	8.16	0.724
dlg-1	0.611	5.98	0.663
dli-1	-0.0989	7.8	0.892
dmd-6	-0.986	6.68	0.397
dmd-7	1.8	6.47	0.271
dna-2	-0.65	6.04	0.643
dnc-1	-0.443	7.86	0.501
dnc-2	0.242	7.45	0.757
dnc-3	-0.661	6.61	0.577
dnc-4	0.0121	5.04	1
dnc-5	0.343	4.07	0.875
dnc-6	-0.629	6.7	0.579
dnj-1	0.669	7.98	0.288
dnj-10	0.111	7.37	0.897
dnj-11	0.0408	9.07	0.935
dnj-12	0.529	8.99	0.275
dnj-13	0.352	7.62	0.631
dnj-14	0.285	6.34	0.825
dnj-15	0.169	5.87	0.911
dnj-16	-0.476	8.03	0.436
dnj-17	-0.599	6.4	0.639
dnj-18	-1.36	5.34	0.429
dnj-19	-0.257	6.86	0.821
dnj-2	1.07	6.06	0.466
dnj-20	-1.84	4.01	0.398
dnj-21	-0.0138	2.97	1
dnj-22	-0.501	7.44	0.53
dnj-23	0.133	7.77	0.855
dnj-25	-0.162	6.55	0.891
dnj-26	0.436	5.62	0.794
dnj-27	0.706	6.89	0.51
dnj-28	-0.0477	6.43	0.978
dnj-29	-0.117	8.19	0.853
dnj-3	-2.87	1.7	0.251
dnj-30	0.555	6.62	0.654
dnj-4	1.45	6.57	0.229
dnj-5	0.0048	9.95	0.993
dnj-7	4.96	6.08	0.00618
dnj-8	0.177	8.97	0.71
dnj-9	1.09	7.59	0.164
dod-18	1.22	5.09	0.511
dog-1	0.697	7.29	0.583
dom-3	-1.5	6.09	0.319
dop-4	2.54	1.79	0.282
dpf-3	-0.294	9.16	0.537
dpf-4	-0.12	7.48	0.878
dpf-5	-0.00229	7.44	0.998
dpf-7	0.0905	6.99	0.933
dph-1	0.376	6.14	0.812
dph-2	2.05	5.21	0.273
dpl-1	0.61	8.05	0.336
dpm-1	-1.87	6.18	0.197
dpm-3	-0.453	4.23	0.818
dpy-10	-0.694	5.62	0.739
dpy-11	-0.284	7.05	0.762
dpy-14	3.5	1.98	0.183
dpy-17	4.82	3.03	0.0788
dpy-18	-0.307	4.75	0.87
dpy-19	-1.78	5.71	0.343
dpy-21	0.93	7.57	0.222
dpy-22	-0.451	7.06	0.636
dpy-23	0.545	6.34	0.672
dpy-26	0.762	7.52	0.306
dpy-27	-1.03	6.94	0.31
dpy-28	-0.596	6.97	0.541
dpy-30	0.0719	7.32	0.934
dpy-9	4.35	2.66	0.101
dpyd-1	-0.176	3.89	0.941
dre-1	0.785	7.75	0.54
drh-1	-0.871	7.22	0.4
drh-3	-0.0432	7.88	0.949
dro-1	-5.38	3.73	0.0363
drp-1	-0.134	8.25	0.821
drr-2	0.842	7.41	0.317
drsh-1	-0.713	8.22	0.246
dsh-1	0.35	7.62	0.625
dsh-2	0.624	8.57	0.237
dsl-2	1.64	4.37	0.491
dss-1	0.209	7.02	0.829
duo-1	-1.75	5.99	0.328
duo-3	0.0507	7.18	0.968
dut-1	0.0777	9.42	0.872
DY3.8	-0.777	8.06	0.218
dyb-1	-1.23	5.14	0.538
dyci-1	-0.198	8.06	0.737
dyf-11	-0.513	1.9	0.87
dylt-1	0.377	6.41	0.76
dyn-1	1.16	6.09	0.413
dyrb-1	0.88	4.69	0.632
dys-1	-1.42	3.99	0.532
E_BE45912.2	-1.48	4.64	0.486
E01A2.1	-1.52	6.36	0.314
E01A2.2	-0.344	8.65	0.487
E01A2.5	0.175	6.02	0.906
E01A2.6	0.487	8.53	0.337
E01B7.1	-0.478	5.98	0.733
E01B7.2	0.0814	4.72	0.97
E01G4.3	-0.249	6.58	0.838
E01G4.5	-2.5	1.49	0.302
E02D9.1	0.0828	7.13	0.928
E02H1.1	-0.0385	5.98	0.981
E02H1.2	0.936	7.54	0.206
E02H1.5	1.25	6.56	0.312
E02H1.6	1.62	4.95	0.369
E02H1.8	0.478	3.97	0.825
E02H4.6	-0.948	5.75	0.552
E02H9.3	-0.189	5.99	0.9
E02H9.5	4.81	3.04	0.0755
E03A3.5	-1.59	1.4	0.476
E04A4.5	0.00501	7.27	0.996
E04D5.1	0.128	9.29	0.787
eaf-1	-0.263	8.14	0.678
eak-7	0.301	7.38	0.708
ears-1	1.29	5.29	0.534
ears-2	0.204	3.39	0.938
eat-16	-3.02	5.44	0.0846
eat-20	-0.1	6.91	0.927
eat-3	-0.452	7.82	0.493
eat-6	0.399	9.67	0.492
ebp-2	-0.363	6.95	0.718
ech-2	0.507	6.64	0.663
ech-3	0.391	6.84	0.706
ech-4	-0.874	6.76	0.419
ech-6	-0.553	6.59	0.648
ect-2	0.184	7.99	0.77
edc-3	0.545	8.98	0.259
eea-1	-0.215	7.15	0.814
EEED8.10	-0.732	7.7	0.304
EEED8.12	1.94	1.93	0.407
EEED8.14	1.19	8.19	0.0605
EEED8.15	2.31	6.08	0.177
EEED8.16	0.727	7.98	0.243
EEED8.2	1.48	5.72	0.504
EEED8.3	-0.114	9.16	0.831
eef-1A.1	0.276	10.8	0.546
eef-1A.2	0.0823	6.82	0.959
eef-1B.1	0.0818	10.1	0.896
eef-1B.2	0.64	7.87	0.342
eef-1G	-0.201	10.9	0.668
eef-2	0.102	9.52	0.837
eel-1	-0.0278	9.03	0.954
efa-6	-0.501	7.67	0.471
efk-1	-0.0305	7.65	0.972
efl-1	-0.379	7.31	0.671
efl-2	0.392	2.61	0.892
efn-2	-0.396	3.72	0.862
efn-4	0.725	3.78	0.776
eftu-2	-0.47	8.82	0.349
egal-1	6.56	4.63	0.0223
EGAP2.1	-1.4	5.71	0.363
egg-1	0.774	7.31	0.37
egg-2	1.73	6.36	0.41
egg-3	0.855	8.32	0.273
egg-4	0.00218	6.59	1
egg-5	0.648	6.79	0.537
egl-18	0.513	6.3	0.688
egl-26	-0.387	7.26	0.67
egl-27	-1.1	7.38	0.294
egl-30	-0.636	6.49	0.596
egl-4	-0.0625	7.86	0.929
egl-44	3.96	2.32	0.137
egl-45	-0.208	8.99	0.663
egl-6	-0.0479	5.34	0.982
egl-8	0.286	4.4	0.909
egl-9	0.259	6.73	0.814
ego-1	0.208	8.68	0.734
ego-2	-2.37	6.13	0.142
egrh-1	-1.32	6.9	0.219
egrh-2	0.602	3.23	0.795
egrh-3	-2.86	2.15	0.23
ehbp-1	-1.34	8.47	0.0503
ehs-1	0.342	8.13	0.575
eif-1	0.129	6.92	0.902
eif-1.A	0.465	7.83	0.493
eif-3.B	0.328	7.16	0.712
eif-3.C	-0.262	9.08	0.633
eif-3.D	-1.19	7.27	0.171
eif-3.E	-0.186	5.39	0.915
eif-3.F	-0.122	7.55	0.888
eif-3.G	-0.719	5.45	0.659
eif-3.H	0.57	5.49	0.724
eif-3.I	-2.39	5.31	0.179
eif-3.J	-0.363	6.48	0.769
eif-3.K	0.113	7.09	0.903
eif-6	0.656	7.14	0.481
ekl-1	-0.235	6.97	0.812
ekl-4	0.138	7.32	0.872
ekl-5	-0.0623	8.29	0.915
ekl-6	0.422	8.05	0.492
elb-1	-0.712	5.16	0.684
elks-1	0.532	6.95	0.594
ell-1	-0.466	7.3	0.591
elo-1	-0.102	8.19	0.858
elo-2	0.979	5.87	0.529
elo-3	-3.57	2.19	0.16
elo-6	0.051	3.95	0.991
elpc-1	-0.0572	8.14	0.927
elpc-2	-0.0108	6.55	0.996
elpc-3	2.59	7.25	0.0208
elpc-4	2.6	6.34	0.125
elt-1	1.18	5.26	0.617
elt-6	0.415	3.41	0.869
elt-7	0.455	4.12	0.853
emb-27	0.559	7.63	0.498
emb-30	0.868	7.64	0.374
emb-4	0.292	6.55	0.803
emb-5	-0.602	8.52	0.321
emb-8	0.346	8.23	0.579
emo-1	0.156	6.11	0.911
emr-1	0.969	6.3	0.451
end-1	-4.47	2.91	0.0612
eng-1	1.41	4.02	0.515
enol-1	0.467	9.99	0.322
ent-1	-0.228	8.7	0.651
ent-2	0.376	7.17	0.687
ent-3	-4.49	2.93	0.0882
eor-1	-1.88	7.74	0.0335
eor-2	-0.479	7.4	0.574
epc-1	-0.274	6.56	0.823
epg-2	-4.22	2.72	0.0901
epg-4	0.166	8.46	0.756
epn-1	0.137	8.18	0.809
eps-8	-4.29	5.24	0.0457
ercc-1	0.168	6.73	0.878
erd-2	-2.97	7.06	0.00368
ergo-1	-0.278	9.12	0.573
eri-1	0.147	6.82	0.905
eri-3	0.867	6.45	0.498
eri-5	-0.658	6.26	0.617
eri-6	-1.97	1.59	0.394
eri-7	0.0183	7.23	0.985
eri-9	-0.51	7.46	0.509
erl-1	0.308	7.39	0.699
erm-1	-1.61	7.75	0.0208
ero-1	0.94	7.61	0.252
erp-1	-0.312	6.22	0.82
erv-46	-1.34	6.21	0.345
ess-2	-1.03	7.5	0.176
esyt-2	0.672	5.4	0.741
etr-1	-0.255	7.43	0.745
evl-14	-0.511	7.76	0.448
evl-20	-0.0152	3.97	1
exc-4	1.68	2.88	0.489
exc-5	0.905	3.82	0.698
exc-7	-4.49	2.93	0.0881
exc-9	5.39	3.56	0.0506
exl-1	-0.12	5.58	0.942
exo-1	0.167	7.69	0.809
exo-3	0.0788	6.84	0.942
exoc-7	-1.11	6.54	0.342
exoc-8	0.268	8.1	0.668
exos-1	-0.751	5.58	0.652
exos-2	1.57	6.9	0.159
exos-3	0.822	6.69	0.47
exos-4.1	0.27	6.7	0.812
exos-4.2	1.89	3.72	0.417
exos-7	-1.86	5.01	0.368
exos-8	0.309	7.82	0.659
exos-9	0.129	6.74	0.911
eya-1	2.31	3.65	0.312
F01D4.5	0.334	6.77	0.78
F01F1.1	-0.607	5.69	0.747
F01F1.11	0.115	9.3	0.815
F01F1.15	1.05	4.54	0.576
F01F1.2	0.351	6.96	0.751
F01F1.3	3.5	1.98	0.183
F01F1.9	-0.883	6.19	0.51
F01G4.3	-0.197	7.63	0.79
F01G4.4	0.705	6.91	0.524
F01G4.5	-4.63	4	0.0733
F01G4.6	-0.0849	9.52	0.856
F02A9.4	0.135	8.65	0.785
F02D10.6	-0.456	3.9	0.837
F02E11.3	5.03	3.24	0.0649
F02E8.4	0.654	9.18	0.175
F02E9.1	-0.97	6.1	0.493
F02E9.10	0.819	8.28	0.161
F02E9.3	5.22	3.39	0.0608
F02E9.5	0.137	7.27	0.887
F02E9.7	0.824	7.34	0.316
F02E9.9	-1.52	7.09	0.106
F02H6.2	0.00261	7.98	0.998
F02H6.3	-0.609	7.48	0.53
F02H6.4	0.163	7.18	0.854
F07A11.2	-0.4	7.19	0.678
F07A5.2	4.51	2.77	0.0965
F07A5.4	-4.66	3.07	0.0789
F07C6.4	0.0552	6.41	0.967
F07E5.5	2.01	3.37	0.346
F07F6.4	1.48	6.8	0.171
F07F6.8	0.47	7.03	0.627
F07H5.10	0.352	7.2	0.686
F07H5.3	3.25	1.8	0.214
F07H5.5	-0.302	6.99	0.779
F08A8.8	3.72	2.13	0.158
F08B12.1	-0.246	2.94	0.929
F08B4.7	-0.13	7.33	0.886
F08B6.1	-1.74	2.25	0.439
F08B6.3	0.762	4.77	0.723
F08C6.2	-1.02	6.69	0.372
F08D12.1	-0.309	6.36	0.805
F08F3.6	0.154	9.03	0.749
F08F3.9	-2.39	3.48	0.28
F08F8.10	1.34	7.13	0.154
F08F8.2	0.497	7.86	0.513
F08F8.4	0.235	7.9	0.712
F08F8.6	-0.177	2.54	0.943
F08F8.7	1.06	5.93	0.474
F08F8.9	-0.238	8.06	0.745
F08G12.1	-1.71	3.39	0.487
F08G12.2	0.174	8.24	0.752
F08G12.3	0.776	5.93	0.597
F08G12.5	-0.412	3.68	0.874
F08G2.4	0.0859	3.14	0.982
F08G2.7	-2.34	4.37	0.251
F08G5.1	-0.0781	7.84	0.909
F09A5.4	2.2	6.42	0.0964
F09C8.2	0.321	5.14	0.878
F09D1.1	-0.266	7.67	0.703
F09E5.11	1.3	6.17	0.346
F09E5.2	-0.843	7.45	0.277
F09E5.3	1.67	5.42	0.396
F09E5.7	0.908	6.99	0.349
F09E5.8	-0.285	5.1	0.878
F09E8.2	0.102	7.44	0.897
F09F7.3	0.385	8.81	0.488
F09F7.4	-1.54	6.05	0.389
F09G2.1	-0.101	2.85	0.979
F09G2.2	-0.205	7.95	0.748
F09G2.3	-1.04	3.67	0.61
F09G2.8	-0.64	7.4	0.445
F09G2.9	-0.213	8.56	0.685
F09G8.3	-0.332	5.15	0.856
F09G8.7	-0.244	2.62	0.92
F10A3.17	-1.11	2.35	0.652
F10B5.2	-0.561	5.93	0.707
F10B5.8	-0.21	8.44	0.724
F10C2.4	-0.0829	8.07	0.895
F10C2.5	-0.488	6.21	0.728
F10C5.2	-0.896	7.44	0.267
F10D11.2	-0.282	9.14	0.569
F10D7.2	-3.53	4.86	0.109
F10D7.3	3.58	2.03	0.177
F10D7.5	-1.79	6.37	0.29
F10E7.11	3.19	1.78	0.194
F10E7.2	0.72	4.84	0.74
F10E7.5	0.873	7.65	0.252
F10E7.6	-0.0362	6.11	0.98
F10E9.11	0.0968	5.06	0.963
F10E9.2	1.3	1.99	0.546
F10E9.3	0.313	7.96	0.626
F10E9.4	0.437	7.22	0.618
F10E9.5	0.0884	7.8	0.902
F10E9.7	-1.02	6.16	0.451
F10G2.4	-5.79	4.09	0.0172
F10G7.10	-0.814	6.77	0.501
F10G7.5	1.13	5.69	0.467
F10G7.9	-0.195	7.4	0.814
F10G8.6	1.03	6.84	0.405
F10G8.8	-4.78	3.62	0.039
F10G8.9	-1.09	5.83	0.556
F11A10.5	0.249	8.55	0.665
F11A10.6	1.23	6.04	0.5
F11A10.7	-0.0411	5.87	0.981
F11A3.2	1.47	5.8	0.45
F11A5.9	-2.81	4.7	0.248
F11C1.1	-2.14	2.94	0.305
F11C1.5	-0.865	6.27	0.63
F11C1.7	-0.135	4.82	0.957
F11D5.1	1.64	4.18	0.503
F11E6.7	0.0846	9.24	0.864
F11G11.5	-0.578	7.71	0.402
F12A10.8	1.34	6.79	0.217
F12E12.1	0.507	5.69	0.753
F12E12.11	-5.51	4.4	0.0207
F12F6.1	-0.442	8.62	0.524
F12F6.7	-0.0199	8.5	0.972
F13A2.3	-2.96	1.79	0.232
F13A7.14	-0.62	5.99	0.686
F13B12.1	0.0595	8.72	0.906
F13B12.6	1.58	6.34	0.236
F13B9.1	0.0601	6.13	0.968
F13C5.1	0.528	3.29	0.843
F13C5.2	-0.847	5.64	0.692
F13D12.3	-3.14	2.35	0.193
F13D12.5	0.42	7.19	0.657
F13E6.1	-0.952	5.24	0.588
F13E6.3	2.04	4.44	0.344
F13E6.5	-0.336	4.45	0.889
F13E9.1	0.72	8.21	0.193
F13E9.11	5.3	3.48	0.0539
F13G3.10	0.927	5.27	0.6
F13G3.11	-2.45	4.7	0.24
F13G3.6	4.9	3.65	0.0383
F13G3.7	-0.535	7.59	0.508
F13H10.3	-0.14	8.16	0.803
F13H10.4	-0.546	8.7	0.275
F13H10.8	-0.922	5.07	0.609
F13H6.3	-2.65	4.93	0.197
F13H6.4	-3.33	2.01	0.186
F13H8.2	0.684	7.83	0.385
F13H8.8	-4.34	2.8	0.0977
F13H8.9	-1.7	3.19	0.481
F14B4.1	3.46	2.45	0.168
F14B4.2	0.619	9.71	0.209
F14B4.3	0.37	8.98	0.434
F14B6.2	-4.37	2.82	0.0943
F14B6.3	-0.537	3.71	0.83
F14B8.2	2.12	3.75	0.342
F14D12.1	-0.179	2.86	0.962
F14D2.11	-0.463	4.32	0.823
F14D2.15	1.56	5.32	0.368
F14D7.2	-0.652	7.98	0.287
F14E5.2	0.133	9.29	0.78
F14F11.1	2.04	6.04	0.281
F14H3.3	-1.86	6.24	0.173
F14H3.4	-1.12	7.91	0.0914
F14H3.5	-0.00662	7.26	0.996
F14H3.6	-1.18	9.08	0.0285
F15A4.10	0.254	3.6	0.909
F15A4.2	1.6	2.32	0.524
F15B10.1	0.829	7.65	0.281
F15B10.3	-2.35	2.22	0.31
F15B9.10	2.98	5.88	0.101
F15C11.2	-0.148	8	0.814
F15D3.4	3.96	2.32	0.137
F15D3.6	0.249	4.32	0.907
F15D3.7	0.612	6.34	0.653
F15D4.2	0.723	5.46	0.657
F16A11.1	-0.78	8.6	0.127
F16A11.2	2.05	7.4	0.0162
F16B12.4	-0.476	3.36	0.834
F16B12.6	-1.17	7.68	0.113
F16D3.4	-0.105	8.02	0.877
F16H11.1	1.93	2.95	0.429
F16H11.3	-0.664	7.03	0.48
F17A2.13	0.377	6.64	0.749
F17A9.2	0.8	7.85	0.252
F17A9.4	-5.46	4.35	0.0231
F17C11.10	0.0347	8.86	0.948
F17C11.4	-5.71	4.02	0.0187
F17C11.7	0.238	8	0.716
F17C8.9	5.22	3.39	0.0607
F17E5.2	-0.853	2.56	0.728
F17H10.1	2.31	6.99	0.0316
F17H10.3	-0.407	5.52	0.861
F18A1.6	0.515	8.3	0.49
F18A1.7	0.0805	9.52	0.872
F18A1.8	0.179	7.13	0.856
F18A11.2	-0.442	2.64	0.868
F18A11.3	-1.04	4.26	0.599
F18C12.3	0.491	7.05	0.615
F18C5.10	-0.21	6.37	0.868
F18F11.5	-5.36	3.7	0.0468
F18H3.1	-0.0865	5.02	0.967
F18H3.4	-0.141	6.05	0.938
F19B10.1	0.0472	5.03	0.985
F19B10.10	-0.177	7.37	0.87
F19B10.2	-0.434	7.32	0.603
F19B10.5	2.98	2.08	0.197
F19B6.1	-0.0455	8.39	0.933
F19C6.2	-1.82	4.24	0.372
F19C7.3	3.5	1.98	0.182
F19F10.10	-0.538	7.96	0.506
F19F10.11	0.134	7.83	0.866
F19F10.12	-0.535	7.06	0.587
F19F10.9	-0.0419	8.62	0.934
F19H6.4	0.0972	6.8	0.929
F20A1.2	-3.67	2.79	0.131
F20A1.9	0.929	7.26	0.275
F20C5.3	-2.69	4.55	0.22
F20C5.6	0.271	4.83	0.898
F20D1.1	0.219	6.88	0.842
F20D1.3	0.154	7.42	0.858
F20D1.9	-2.12	5.58	0.201
F20D12.2	0.439	8	0.471
F20D6.11	1.18	5.87	0.421
F20G2.2	0.338	4.65	0.855
F20H11.1	1.48	6.55	0.245
F21A10.2	-1.18	7.5	0.184
F21A3.5	0.223	5.61	0.906
F21C10.10	-0.384	4.6	0.837
F21C3.6	-3.55	2.2	0.153
F21D5.1	0.133	9.23	0.789
F21D5.2	-0.00485	9.03	0.993
F21D5.4	1.15	4.01	0.602
F21D5.5	-0.826	6.86	0.449
F21D5.6	0.233	7.64	0.742
F21D5.7	0.0614	8.42	0.907
F21D5.8	-0.803	3.26	0.716
F21F3.4	-1.28	4.54	0.576
F21F3.6	0.0366	8.51	0.946
F21F3.7	-0.29	6.98	0.766
F21F8.11	3.58	2.03	0.177
F21G4.1	3.16	1.74	0.224
F21G4.4	-0.0282	5.69	0.989
F21G4.5	-5.39	3.73	0.0459
F21G4.6	-3.37	5.5	0.0876
F21H12.1	-0.286	7.88	0.663
F21H12.6	0.0777	8.67	0.884
F22B3.4	0.742	5.3	0.754
F22B5.10	0.212	7.87	0.778
F22B7.9	2.74	5.23	0.24
F22B7.t3	2.37	1.61	0.358
F22B8.7	0.982	3.97	0.69
F22D3.2	-1.21	7.47	0.395
F22D3.6	-1.65	1.71	0.532
F22D6.2	0.223	9.19	0.648
F22D6.9	2.2	5.83	0.256
F22E5.1	6.84	4.91	0.0151
F22E5.17	0.598	8.4	0.28
F22E5.20	-0.179	2.86	0.962
F22E5.9	0.0718	4.68	0.975
F22F7.1	2.38	6.27	0.166
F22F7.7	-2.5	1.49	0.302
F22G12.4	-0.375	5.84	0.819
F22G12.5	-2.68	6.65	0.0247
F23A7.1	-3.33	2.04	0.178
F23A7.4	-0.0856	7.74	0.929
F23A7.6	-2.6	1.97	0.268
F23A7.8	-0.168	8.33	0.847
F23B12.5	0.594	8.59	0.27
F23B12.7	0.22	8.66	0.686
F23C8.5	-0.749	6.74	0.489
F23C8.6	-0.0162	6.83	0.989
F23C8.9	0.139	6.31	0.918
F23D12.10	-2.95	1.76	0.239
F23D12.2	-0.0314	6.89	0.981
F23D12.4	1.22	2.1	0.645
F23F1.10	0.937	4.42	0.63
F23F1.4	-4.08	2.61	0.11
F23F1.5	-0.199	7.78	0.783
F23F1.7	3.58	2.03	0.177
F23F1.9	1.57	6.97	0.24
F23H11.2	1.67	7.12	0.0743
F23H11.3	0.128	7.89	0.855
F23H11.4	-0.471	7.04	0.66
F23H11.5	1.13	5.93	0.448
F23H11.6	-2.77	1.66	0.258
F25B3.6	0.257	9.05	0.591
F25B4.1	0.0947	5.93	0.948
F25B4.2	0.231	7.87	0.724
F25B4.4	-3	3.72	0.172
F25B4.5	-0.469	8.21	0.417
F25B4.6	-3.79	2.87	0.113
F25B4.7	0.642	7.65	0.364
F25B5.2	-1.37	7.9	0.035
F25B5.3	0.283	8.31	0.605
F25B5.5	-1.64	5.64	0.298
F25B5.6	0.227	9.01	0.672
F25D7.4	-0.017	6.12	0.992
F25E5.1	1.01	6.55	0.419
F25E5.5	3.82	2.73	0.132
F25G6.8	0.762	6.46	0.541
F25G6.9	-0.664	8.63	0.231
F25H2.12	2.74	5.34	0.144
F25H2.2	-1.32	6.92	0.194
F25H2.4	-0.452	7.03	0.636
F25H2.5	0.233	10.3	0.665
F25H2.6	-0.086	8.5	0.885
F25H2.7	-0.384	5.58	0.816
F25H5.5	0.374	8.03	0.549
F25H5.6	2.28	4.61	0.244
F25H8.1	0.502	8.79	0.372
F25H8.2	-0.0293	8.39	0.96
F25H9.2	-0.307	5.97	0.89
F25H9.6	-0.52	7.06	0.577
F25H9.7	-1.54	5.32	0.38
F26A1.1	-0.16	7.73	0.82
F26A1.13	1.43	4.45	0.511
F26A3.1	0.773	5.58	0.652
F26A3.7	-0.414	6.37	0.742
F26B1.2	0.701	9.46	0.139
F26D10.11	-5.23	3.58	0.051
F26D11.1	-1.76	2.61	0.446
F26E4.12	1.24	5.13	0.507
F26E4.4	0.186	8.75	0.717
F26E4.6	0.686	6.08	0.633
F26E4.7	-5.2	3.55	0.0557
F26F2.7	0.0966	6.31	0.949
F26F4.12	-0.61	6.18	0.653
F26F4.5	0.791	7.82	0.258
F26F4.6	-0.475	7.29	0.577
F26F4.8	-3.47	2.13	0.139
F26F4.9	-0.439	7.48	0.577
F26G1.1	-0.121	8.2	0.857
F26G5.1	-0.415	7.82	0.531
F26H11.4	4.26	2.56	0.114
F26H11.6	0.836	6.66	0.459
F26H9.2	0.561	7.21	0.524
F26H9.4	-0.378	4.81	0.845
F26H9.5	-0.762	5.7	0.622
F27B3.6	1.17	2.46	0.591
F27B3.7	4.48	3.67	0.0887
F27C1.2	-0.366	7.43	0.637
F27C1.4	1.46	3.5	0.477
F27C1.6	0.984	7.8	0.149
F27C8.6	0.489	10.3	0.292
F27D4.1	0.134	7.49	0.863
F27D4.4	0.452	8.19	0.435
F27D4.6	4.63	3.29	0.0883
F27D4.7	-2.18	3.41	0.298
F27D4.8	0.457	4.8	0.819
F28B3.10	0.649	2.47	0.792
F28B3.4	-0.141	5.38	0.939
F28B3.5	-0.0497	9.23	0.923
F28B3.6	-1.13	5.95	0.443
F28C1.1	-0.597	7.2	0.502
F28C1.3	-0.638	6.92	0.518
F28C10.3	-0.997	6.81	0.525
F28C6.1	5.29	4.73	0.0432
F28C6.10	-2.77	1.64	0.266
F28C6.2	0.0554	6.93	0.97
F28C6.4	-1.32	6.94	0.188
F28C6.8	2.23	6.28	0.114
F28D1.1	-0.264	7.62	0.718
F28D1.2	-0.862	5.81	0.588
F28D9.4	-1.32	3.78	0.52
F28F8.10	-1.04	2.04	0.667
F28F8.5	-0.776	6.7	0.494
F28F8.9	0.0628	4.12	0.983
F28H1.1	2.54	2.88	0.288
F28H6.4	-0.64	6.87	0.579
F28H6.6	0.0739	5.22	0.969
F28H7.4	-0.591	3.2	0.817
F29A7.6	-0.19	3.6	0.937
F29B9.10	0.496	3.01	0.824
F29B9.11	-0.701	5.33	0.674
F29B9.2	0.00342	8.27	0.997
F29C12.4	1.06	7.47	0.354
F29C4.2	1.01	5.07	0.574
F29C4.7	0.879	7.77	0.196
F29G9.2	0.00083	8.98	0.999
F30A10.1	2.21	4.64	0.289
F30A10.15	-2.61	5.27	0.195
F30A10.3	-0.0909	7.84	0.892
F30A10.9	0.287	4.45	0.882
F30B5.4	0.376	7.52	0.618
F30F8.1	0.25	9.35	0.594
F30F8.10	1.71	2.71	0.45
F30F8.3	0.513	8.1	0.389
F30F8.5	-1.01	6.45	0.456
F30F8.9	-0.293	7.08	0.766
F31A3.5	-0.171	6.1	0.901
F31B9.3	-3.33	4.38	0.127
F31C3.2	-0.0831	7.97	0.901
F31C3.3	-0.101	7.51	0.899
F31C3.4	-0.497	8.24	0.362
F31D4.2	-0.546	5.83	0.741
F31D4.9	-0.475	4.1	0.811
F31D5.4	-5.41	4.53	0.0436
F31E3.4	-1.03	8.27	0.0728
F31E8.4	-4.8	5.09	0.0243
F31E9.6	-3.04	1.81	0.217
F31F6.1	-1.09	3.87	0.657
F31F6.2	1.01	5.84	0.597
F31F6.3	-2.08	1.65	0.372
F32A11.1	-0.0313	7.19	0.974
F32A5.8	0.26	3.55	0.917
F32A5.9	-1.94	4.37	0.373
F32A7.4	0.0257	8.77	0.959
F32A7.5	-2.7	4.75	0.214
F32B5.6	-3.3	2.38	0.184
F32B6.2	1.49	7.87	0.0336
F32B6.3	0.0646	6.88	0.951
F32B6.9	0.0963	4.7	0.964
F32D1.2	0.0265	4.93	0.995
F32D1.5	-0.065	9.17	0.894
F32D1.6	-1.45	7.53	0.0543
F32D1.7	0.214	8.04	0.733
F32D8.10	-3.08	1.86	0.21
F32D8.12	1.11	5.12	0.557
F32D8.14	-0.0218	8.94	0.969
F32D8.4	0.984	4.63	0.646
F32D8.5	-0.0085	7.91	0.992
F32E10.2	-1.03	7.07	0.278
F32E10.5	-2.36	6.66	0.14
F32E10.6	0.135	8.52	0.794
F32E10.9	-1.39	3.57	0.562
F32H2.10	-0.276	5.29	0.871
F33A8.10	0.552	3.14	0.805
F33A8.4	0.0815	7.66	0.91
F33D11.10	0.0399	8.72	0.937
F33D11.12	-0.912	7.96	0.145
F33D11.9	-0.89	8.65	0.0881
F33D4.4	0.409	8.01	0.538
F33D4.5	0.305	7.54	0.702
F33D4.7	0.103	5.17	0.96
F33D4.8	1.13	5.16	0.537
