	logFC	logCPM	PValue
mdt-8	0.823	7.31	0.345
mdt-9	0.201	7.1	0.828
mec-15	0.0774	8.36	0.886
mec-8	0.264	7.07	0.791
mecr-1	-1.08	6.26	0.435
meg-1	0.105	8.74	0.831
meg-2	-0.864	7.42	0.294
mei-1	0.0259	8.33	0.963
mei-2	0.373	7.44	0.631
mek-1	0.0961	8.81	0.845
mek-2	0.4	3.37	0.849
mel-11	-0.0549	7.28	0.96
mel-26	0.0965	9.66	0.835
mel-28	-0.478	5.97	0.76
mel-32	0.148	8.39	0.799
mel-46	-1.65	6.13	0.241
mel-47	-0.261	8.01	0.666
memb-1	0.734	4.85	0.688
memb-2	0.203	6.39	0.869
men-1	-0.914	6.92	0.364
mep-1	0.131	7.99	0.83
mes-1	-0.903	7.27	0.291
mes-2	-0.278	7.05	0.806
mes-3	-1.25	5.79	0.407
mes-4	-0.171	7.95	0.786
mes-6	-0.0059	7.78	0.997
mesp-1	0.67	6.27	0.603
met-1	0.051	8.96	0.939
met-2	0.139	8.18	0.819
mett-10	-0.441	7.17	0.654
mev-1	0.437	7.24	0.632
mex-1	-0.185	9.04	0.699
mex-3	-0.0418	9.66	0.929
mex-5	0.485	10.6	0.297
mex-6	0.328	10.1	0.474
mfap-1	-0.414	8.44	0.472
mfb-1	1.02	5.09	0.665
mff-1	-0.243	4.95	0.898
mff-2	1.21	6.06	0.386
mif-1	-1.8	4.69	0.361
mif-2	2.88	2.65	0.233
mif-3	0.626	5	0.722
mig-1	-5.39	3.72	0.049
mig-10	-0.0953	6.37	0.941
mig-14	-1.72	6.58	0.151
mig-15	0.0175	6.19	0.995
mig-2	-0.319	6.21	0.81
mig-22	-1.87	7.53	0.133
mig-23	0.814	5.07	0.712
mig-32	0.266	8.73	0.59
mig-5	0.144	8.66	0.799
mis-12	-0.0167	6.86	0.991
misc-1	-0.303	7.87	0.667
mix-1	0.182	7.67	0.826
miz-1	0.191	7.8	0.788
mkk-4	-0.257	5.52	0.908
mlc-3	-3.04	1.81	0.217
mlc-4	0.521	7.44	0.541
mlcd-1	0.168	7.08	0.855
mlh-1	0.0901	6.53	0.944
mlk-1	-2.35	5.35	0.235
mls-2	0.365	3.47	0.885
mlt-10	6.05	4.73	0.0261
mlt-4	3.34	1.86	0.206
mlt-7	4.99	3.18	0.0712
mmaa-1	-0.348	7.8	0.608
mmab-1	0.59	6.48	0.651
mmcm-1	0.153	8.81	0.778
mml-1	0.572	6.75	0.69
mms-19	0.443	6.67	0.722
mnat-1	0.721	7.73	0.303
moag-4	1.06	6	0.472
moc-1	-1.4	5.68	0.464
moc-2	-0.00745	2.25	1
moc-3	-0.247	6.75	0.821
mog-1	-0.347	8.04	0.604
mog-2	0.431	7.14	0.644
mog-3	-0.123	7.68	0.87
mog-4	-1.39	5.81	0.362
mog-5	0.0437	8.37	0.935
mom-1	-0.264	4.92	0.901
mom-2	0.403	9.77	0.384
mom-4	-0.24	8.09	0.751
mom-5	-5.25	3.59	0.027
moma-1	0.78	6.61	0.502
mon-2	-0.86	6.77	0.437
mop-25.1	1.49	6.92	0.16
mop-25.2	0.254	6.89	0.814
mop-25.3	-0.21	6.5	0.859
morc-1	0.0218	8.2	0.971
mpk-1	0.205	7.59	0.778
mppa-1	-5.33	4.23	0.0212
mppb-1	1.52	6.19	0.339
mrck-1	-0.32	7.54	0.679
mre-11	0.349	8.43	0.502
mrg-1	-0.181	8.21	0.746
mrp-2	4.21	2.52	0.117
mrp-4	0.653	8.79	0.29
mrp-5	-1.57	6.67	0.229
mrp-7	-0.811	7.58	0.353
mrpl-41	-0.328	3.99	0.867
mrps-5	-2.49	6.51	0.0777
mrt-1	0.627	6.33	0.623
mrt-2	1.09	4.53	0.578
msh-2	-0.759	7.59	0.305
msh-5	0.0621	7.52	0.937
msh-6	0.606	7.75	0.426
msi-1	0.446	2.08	0.89
mspn-1	0.64	7.84	0.345
MTCE.11	0.567	7.9	0.395
MTCE.12	1	8.19	0.106
MTCE.16	0.825	6.78	0.434
MTCE.19	1.03	1.99	0.653
MTCE.23	0.527	8.9	0.275
MTCE.25	0.457	7.85	0.498
MTCE.26	0.851	11.2	0.0902
MTCE.3	0.594	8.47	0.421
MTCE.31	0.606	9.98	0.286
MTCE.33	0.571	7.44	0.555
MTCE.34	0.768	5.81	0.619
MTCE.35	0.928	8.26	0.111
MTCE.4	0.4	5.15	0.824
MTCE.7	0.35	6.1	0.808
mtk-1	0.514	8.71	0.43
mtm-1	1.62	5.83	0.39
mtm-3	-0.11	8.79	0.842
mtm-5	0.192	6.6	0.885
mtm-6	-0.147	7.43	0.855
mtm-9	-0.925	6.47	0.45
mtp-18	-2.67	3.23	0.228
mtr-4	0.262	8.24	0.643
mtss-1	1.19	5.53	0.464
mtx-1	0.446	8.97	0.346
mtx-2	-0.277	6.72	0.801
mus-101	-1.1	7.11	0.246
mus-81	-0.175	6.04	0.911
mut-14	-0.0395	6.6	0.976
mut-15	-0.591	7.58	0.425
mut-16	-0.366	8.5	0.477
mut-2	0.367	8.01	0.574
mut-7	-0.958	7.21	0.303
mvb-12	-0.598	6.43	0.625
mvk-1	-0.143	7.62	0.859
mxl-1	0.952	6.02	0.504
mxl-2	0.706	6.45	0.566
myo-5	-3.12	1.87	0.208
mys-1	0.171	8.13	0.764
mys-2	-4.43	3.81	0.0573
mys-4	-0.757	6.32	0.568
nac-2	0.946	3.33	0.693
nape-2	-2.8	3.2	0.242
nars-1	0.842	8.19	0.169
nars-2	-0.000614	4.9	1
nasp-1	0.298	8.51	0.566
nasp-2	-0.0739	9.92	0.873
nbet-1	-0.213	7.96	0.76
ncbp-1	-0.0602	8.67	0.917
ncbp-2	-1.93	4.98	0.358
nck-1	-1.29	6.84	0.216
ncl-1	-0.181	7.86	0.781
ncs-2	-0.574	6.36	0.644
ncx-1	-2.14	3.16	0.375
ncx-3	-0.41	5.06	0.814
ncx-8	-5.3	3.65	0.0489
ndc-80	0.341	8.38	0.517
ndg-4	-0.105	2.62	0.977
nduf-2.2	0.576	7.74	0.467
nduf-5	0.429	4.97	0.808
nduf-6	0.739	5.14	0.668
nduf-7	0.981	6.8	0.368
ndx-3	3.78	5.28	0.0841
ndx-4	-1.65	4.09	0.389
ndx-6	-1.39	5.71	0.381
ndx-7	0.568	5.83	0.721
ndx-9	-0.672	6.5	0.573
ned-8	1.19	5.37	0.49
nekl-2	4.88	3.08	0.0764
nep-1	-1.43	6.85	0.229
nex-1	0.857	7.5	0.263
nex-2	1.06	2.28	0.664
nex-4	-1.8	1.82	0.457
nfi-1	-1.19	7	0.22
nfm-1	-2.06	2.44	0.386
nft-1	1.16	5.47	0.477
nfya-1	-0.377	6.94	0.713
nfya-2	-0.205	6.19	0.885
nfyb-1	0.372	7.52	0.622
nfyc-1	0.446	9.17	0.427
ngp-1	0.14	7.45	0.857
nhl-2	-3.67	6.11	0.0383
nhl-3	0.72	4.32	0.744
nhr-1	-0.703	5.09	0.709
nhr-10	0.964	6.21	0.485
nhr-100	-3.86	5.07	0.128
nhr-102	-3.53	5.12	0.0901
nhr-105	0.507	6.03	0.794
nhr-11	-3.52	2.15	0.166
nhr-12	-0.909	7.57	0.275
nhr-122	-0.695	6.19	0.696
nhr-13	-1.45	5.19	0.474
nhr-134	-4.23	2.71	0.104
nhr-135	1.47	3.61	0.545
nhr-138	-1.29	6.63	0.43
nhr-145	-4.03	2.55	0.11
nhr-154	-2.86	5.48	0.142
nhr-161	1.12	6.33	0.412
nhr-168	-6.6	4.86	0.00499
nhr-17	0.157	5.82	0.924
nhr-181	2.18	5.81	0.17
nhr-182	-2.8	1.68	0.247
nhr-19	-6.28	4.56	0.0161
nhr-190	-3.84	2.91	0.124
nhr-2	1.26	8	0.0453
nhr-20	1.25	7.47	0.124
nhr-205	5.61	3.74	0.0474
nhr-207	5.86	3.99	0.0362
nhr-21	1.7	5.93	0.352
nhr-22	1.92	6.32	0.258
nhr-228	7.11	5.18	0.0107
nhr-23	-0.735	7.49	0.384
nhr-230	-2.7	1.62	0.275
nhr-236	-3.4	2.06	0.179
nhr-243	-1.82	4.96	0.384
nhr-256	1.02	7.44	0.294
nhr-266	-2.28	1.37	0.365
nhr-28	0.691	4.63	0.746
nhr-286	2.84	4.24	0.216
nhr-31	3.3	5.14	0.149
nhr-32	-0.757	3.88	0.758
nhr-34	-0.037	5.58	0.989
nhr-35	3.01	4.98	0.194
nhr-4	-1.96	5.21	0.318
nhr-40	1.31	4.11	0.599
nhr-42	-2	4.63	0.355
nhr-45	2.56	5.61	0.188
nhr-46	0.322	6.98	0.757
nhr-47	0.881	7.01	0.401
nhr-48	-0.0864	3.9	0.975
nhr-49	0.39	7.64	0.584
nhr-53	-4.12	2.62	0.111
nhr-56	5.05	3.23	0.0682
nhr-57	-0.247	4.61	0.922
nhr-6	-3.03	2.65	0.227
nhr-61	-0.554	5.03	0.796
nhr-62	4.07	2.4	0.13
nhr-65	4.74	3.51	0.0768
nhr-66	0.532	7.88	0.449
nhr-68	-3.46	2.11	0.172
nhr-69	3.9	2.27	0.145
nhr-7	-2.72	4.99	0.211
nhr-70	0.405	4.88	0.821
nhr-71	0.867	8.1	0.166
nhr-78	0.699	6.82	0.511
nhr-84	-2.39	4.96	0.252
nhr-86	0.986	6.79	0.354
nhr-88	1.13	4.34	0.571
nhr-95	1.2	4.18	0.597
nhr-96	4.82	3.03	0.0788
nhr-97	-2.02	3.68	0.351
nhx-5	-5.11	4.43	0.0363
nipa-1	-0.256	6.34	0.84
nipi-3	-0.34	7.47	0.661
nkat-3	-0.352	6.78	0.749
nkb-1	2.46	6.64	0.127
nkcc-1	0.876	7.19	0.327
nlp-36	0.0809	4.86	0.968
nlp-41	0.793	2.21	0.704
nlr-1	-1.9	3.43	0.394
nmgp-1	0.139	4.18	0.959
nmt-1	1.7	7.51	0.172
nmy-1	-0.69	5.18	0.744
nmy-2	0.0907	9.51	0.85
noah-2	-1.8	4.1	0.399
nol-1	-1.21	7.04	0.206
nol-10	0.71	8.88	0.161
nol-5	-0.0336	9.06	0.947
nol-6	0.256	5.95	0.88
nol-9	0.661	6.7	0.552
nos-1	0.214	6.78	0.843
nos-2	0.284	9.01	0.587
nos-3	0.457	8.38	0.449
npl-4.1	0.313	6.4	0.801
npl-4.2	0.776	6.69	0.49
npp-1	-0.0893	8.23	0.902
npp-10	-0.266	9.37	0.574
npp-11	0.0309	7.9	0.963
npp-12	-0.326	8.7	0.514
npp-13	-0.778	7.81	0.245
npp-14	-0.37	7.91	0.581
npp-15	0.288	7.92	0.669
npp-16	0.239	6.09	0.86
npp-17	0.223	7.78	0.743
npp-18	0.0454	8.15	0.937
npp-19	-0.491	7.76	0.474
npp-2	-0.355	8.6	0.498
npp-20	-0.572	6.87	0.574
npp-21	-0.162	8.62	0.743
npp-22	-0.336	9.09	0.492
npp-3	-0.575	7.67	0.427
npp-4	0.546	6.78	0.608
npp-5	-0.286	7.81	0.693
npp-6	-0.327	8.1	0.609
npp-7	0.498	7.18	0.571
npp-8	-0.153	8.09	0.792
npp-9	-0.219	9.28	0.642
npr-17	-1.24	4.27	0.568
npr-19	-2.62	1.57	0.273
nra-1	0.29	8.06	0.636
nra-2	0.578	8.93	0.242
nra-3	1.34	6.73	0.257
nra-4	-1.85	7.12	0.0575
nrd-1	0.0709	8.09	0.904
nrde-3	0.332	7.66	0.66
nrf-6	4.26	4.89	0.0531
nrx-1	-2.94	2.59	0.244
nsf-1	0.171	8.23	0.758
nspd-9	5.39	3.56	0.0505
nst-1	-0.239	8.07	0.68
nsy-1	0.298	7.18	0.765
nsy-7	0.711	6.36	0.626
nth-1	-0.984	4.73	0.603
ntl-2	-0.541	7.49	0.489
ntl-3	-0.586	3.61	0.811
ntl-4	-0.378	7.76	0.624
ntp-1	1.07	8.4	0.0435
nucb-1	-1.94	6.57	0.117
nud-1	0.692	7.02	0.467
nud-2	0.148	6.46	0.903
num-1	0.442	8.46	0.415
nuo-1	-0.803	8.31	0.163
nuo-2	0.104	7.68	0.895
nuo-3	0.234	8.66	0.671
nuo-4	0.156	8.66	0.763
nuo-5	-1.05	6.96	0.387
nuo-6	0.0238	6.52	0.988
nurf-1	0.197	8.09	0.738
nxf-1	-4.76	3.61	0.0575
nxf-2	0.365	8.02	0.541
nxt-1	0.372	7.61	0.65
oac-29	6.15	4.25	0.0321
oac-55	-4.21	2.71	0.101
obr-1	-0.773	5.53	0.624
obr-2	-0.22	4.76	0.912
obr-3	1.22	5.74	0.522
obr-4	-0.293	8.32	0.649
ocrl-1	0.241	7.13	0.79
odd-1	3.5	1.98	0.183
odr-4	-0.027	6.93	0.982
oga-1	-0.0206	7.04	0.986
ogt-1	0.204	8.19	0.713
oma-1	0.218	9.65	0.651
oma-2	0.657	10.2	0.161
ooc-3	-0.139	7.54	0.852
ooc-5	0.285	8.16	0.632
orai-1	-0.0537	7.87	0.937
orc-2	0.978	7.89	0.153
osr-1	2.76	1.51	0.29
ostb-1	0.263	9.46	0.584
ostd-1	-0.166	7.68	0.814
otub-1	-0.0275	7.85	0.969
oxi-1	-0.0654	6.9	0.953
oxy-4	1.88	4.5	0.399
paa-1	0.221	9.2	0.641
pab-1	-0.351	8.33	0.585
pab-2	2.36	6.18	0.167
pabp-2	0.316	8.41	0.598
pac-1	-0.761	7.17	0.448
pad-1	-2.24	5.35	0.194
pad-2	-5.96	4.25	0.0151
paf-2	-1.09	2.2	0.646
pak-1	0.231	6.7	0.845
pak-2	0.144	9.3	0.765
pal-1	0.234	8.83	0.658
pam-1	0.356	8.91	0.467
pan-1	-0.418	6.64	0.836
pap-1	0.392	9.19	0.407
paqr-1	0.235	8.69	0.636
paqr-2	-0.0257	7.33	0.981
par-1	-0.0589	5.97	0.974
par-2	-0.0309	7.08	0.976
par-3	-0.205	8.76	0.679
par-5	0.58	9.31	0.232
par-6	0.393	7.23	0.662
pars-1	1.19	8.4	0.05
pars-2	2.03	5.33	0.313
pas-1	0.419	7.92	0.514
pas-2	0.6	8.39	0.31
pas-3	0.498	8.54	0.365
pas-4	0.916	7.72	0.184
pas-5	0.202	8.03	0.746
pas-6	0.595	8.18	0.294
pas-7	0.231	7.57	0.772
pash-1	-1.92	7.48	0.0162
pat-12	1.18	5.76	0.45
pat-2	-6.02	4.31	0.0289
pat-3	-0.824	8.75	0.151
pat-4	2.88	4.82	0.181
pat-6	2.09	6.55	0.0864
pat-9	3.72	2.13	0.158
patr-1	-0.139	9.93	0.773
pbrm-1	-0.643	8.26	0.243
pbs-1	0.063	8.26	0.914
pbs-2	-0.0394	8.51	0.948
pbs-3	0.165	8.15	0.773
pbs-4	0.188	7.82	0.791
pbs-5	-0.157	8.42	0.79
pbs-6	0.0697	8.18	0.905
pbs-7	0.389	8.81	0.464
pcaf-1	-0.578	7.81	0.407
pcbd-1	-0.815	4.33	0.711
pcca-1	-0.0891	7.62	0.927
pccb-1	-0.0708	8.24	0.902
pcf-11	-0.855	3.67	0.664
pch-2	0.704	7.61	0.347
pcm-1	-0.0841	7.55	0.916
pcn-1	0.191	9.44	0.716
pcp-5	-1.45	5.32	0.472
pcs-1	-0.614	5.22	0.756
pct-1	-0.684	8.12	0.231
pdcd-2	-0.311	5.03	0.86
pde-2	-0.847	7.43	0.451
pde-3	-0.853	4.85	0.638
pde-6	-2.18	1.32	0.364
pdhk-2	0.131	8.03	0.828
pdi-1	0.149	9.11	0.762
pdi-2	-0.79	8.88	0.154
pdi-3	0.0831	10	0.856
pdk-1	-0.0874	8.08	0.894
pdp-1	-0.127	9.02	0.79
pdr-1	0.221	7.67	0.75
peb-1	-4.16	2.65	0.109
pek-1	-0.0765	6.17	0.96
pen-2	0.042	7.02	0.97
pes-9	-0.181	7.63	0.802
pfd-1	1.11	5.25	0.527
pfd-2	0.878	6.12	0.523
pfd-3	0.647	8.56	0.271
pfd-4	-0.357	5.47	0.829
pfd-5	-0.58	5.27	0.734
pfd-6	0.259	8.08	0.704
pfn-1	0.355	8.43	0.529
pfn-2	-0.511	4.55	0.814
pfs-2	0.12	6.92	0.919
pgam-5	0.653	8.04	0.277
pgk-1	0.923	7.88	0.187
pgl-1	0.102	6.62	0.931
pgl-2	-1.11	6.82	0.317
pgl-3	0.571	7.6	0.485
pgp-2	-5.24	3.58	0.054
pgp-4	-2.39	3.92	0.256
pgs-1	0.0363	7.48	0.965
phb-1	1.35	8.1	0.0531
phb-2	0.645	8.43	0.225
phip-1	-1.79	4.84	0.34
pho-11	-1.78	3.21	0.398
pho-12	-4.82	3.23	0.0669
pho-13	-2.95	1.76	0.239
pho-5	-2.35	6.76	0.081
pie-1	-0.204	7.24	0.819
pif-1	-0.192	6.13	0.902
pig-1	-0.551	6.86	0.591
piki-1	1.04	5.96	0.485
pin-2	-4.79	3.18	0.0441
pink-1	0.56	8.4	0.301
pir-1	-0.323	9.05	0.536
pis-1	-0.617	6.15	0.651
pisy-1	-1.92	6.14	0.163
pix-1	-2.67	1.58	0.282
pkc-1	0.0732	6.12	0.961
pkc-3	-0.0908	8.72	0.857
pkn-1	0.0738	7.1	0.938
plc-3	0.733	5	0.748
plc-4	2.27	7.55	0.0305
pld-1	-0.196	7.43	0.821
plk-1	-0.422	9.25	0.383
plk-2	0.721	7.89	0.337
plk-3	1.52	4.9	0.456
plp-1	0.419	8.02	0.497
plst-1	-2.5	4.53	0.252
plx-1	-2.04	2.39	0.353
pme-1	1.06	7.24	0.3
pme-2	-0.424	7.95	0.512
pme-3	0.376	7.09	0.699
pme-5	0.542	7.11	0.596
pme-6	-4.81	3.21	0.0425
pmk-1	2.57	4.7	0.217
pmk-3	-3.12	1.87	0.208
pmp-3	-1.29	8.4	0.0332
pmr-1	0.142	6.8	0.892
pms-2	0.365	6.89	0.723
pmt-2	4.33	3.53	0.0625
pnc-1	-2.65	3.8	0.262
png-1	1.75	5.48	0.321
pnk-1	0.43	7.91	0.502
pnk-4	0.0609	4.38	0.988
pod-1	0.253	7.71	0.719
pod-2	4.6	5.2	0.0712
pole-2	1.54	6.93	0.142
polg-1	-1.79	3.62	0.41
polh-1	0.271	7.39	0.752
polk-1	-0.387	9.09	0.421
polq-1	1.08	6.76	0.516
pop-1	-1.75	1.77	0.506
pos-1	0.499	10.6	0.317
pot-1	-0.835	5.4	0.615
pot-2	0.715	6.35	0.582
pot-3	2.87	3.5	0.177
ppfr-1	-0.566	8.02	0.365
ppfr-2	-0.243	7.92	0.73
ppfr-4	2.07	4.83	0.324
ppgn-1	0.415	6.89	0.679
pph-1	1.37	2.34	0.562
pph-4.1	1.07	6.24	0.415
pph-4.2	0.0363	7.8	0.96
pph-5	1.16	5.13	0.501
pph-6	0.341	4.71	0.863
ppk-1	-0.476	7.18	0.596
ppk-2	0.395	6.84	0.72
ppk-3	0.391	6.4	0.777
ppp-1	-0.0712	7.4	0.934
pps-1	-0.363	8.21	0.672
pptr-1	-1.85	5.85	0.222
pptr-2	-0.0219	8.82	0.966
ppw-1	0.384	5.25	0.827
ppw-2	3.33	6.24	0.0436
pqbp-1.1	0.701	7.01	0.481
pqbp-1.2	-2.96	1.78	0.205
pqe-1	0.418	8.78	0.433
pqn-10	-4.98	3.37	0.06
pqn-18	-5.11	3.47	0.0588
pqn-20	-3.58	5.16	0.0768
pqn-21	-0.25	7.26	0.78
pqn-27	-0.656	5.31	0.696
pqn-34	0.258	6.12	0.857
pqn-35	-2.77	1.64	0.266
pqn-39	0.269	5.25	0.883
pqn-41	-1.99	5.34	0.244
pqn-44	-6.04	4.33	0.0307
pqn-45	0.201	9.27	0.682
pqn-47	1.36	5.86	0.44
pqn-51	-0.222	8.67	0.666
pqn-52	0.272	8.11	0.659
pqn-53	-0.395	7.05	0.72
pqn-55	0.0607	7.58	0.941
pqn-59	0.378	9.72	0.447
pqn-65	0.106	9.17	0.836
pqn-68	-2.84	3.03	0.239
pqn-70	0.276	8.07	0.668
pqn-72	-2.96	1.79	0.232
pqn-80	-2.92	3.09	0.209
pqn-82	0.262	6.27	0.838
pqn-83	-2.44	5.74	0.196
pqn-85	-0.116	7.47	0.894
pqn-87	-0.131	7.52	0.864
pqn-89	5.63	3.76	0.0471
pqn-96	1.49	5.42	0.393
praf-3	0.701	6.92	0.487
prdx-2	0.243	8.85	0.625
prdx-3	-0.372	7.3	0.655
prg-1	-0.206	8.82	0.695
prg-2	2.96	6.27	0.0847
pri-1	0.13	7.45	0.868
pri-2	0.24	8.95	0.69
prk-1	-4.56	6.07	0.0146
prmt-1	-0.156	8.8	0.756
prmt-2	-0.841	5.96	0.648
prmt-3	0.215	8.4	0.685
prmt-5	-0.402	7.46	0.631
pro-1	1.07	6.48	0.384
pro-2	-0.314	8.18	0.569
pro-3	-1.06	3.13	0.652
prom-1	0.405	8.45	0.436
prp-17	0.124	8.53	0.808
prp-21	0.101	6.86	0.923
prp-4	0.494	6.11	0.719
prp-8	-0.094	9.62	0.842
prpf-4	-0.151	8.86	0.777
prx-14	0.569	7.51	0.457
prx-19	0.655	7.89	0.323
prx-2	-2.95	1.76	0.239
pry-1	2.67	4.89	0.26
psa-1	0.312	5.1	0.862
psa-4	0.194	8.96	0.691
psd-1	0.404	7.35	0.623
psf-1	0.859	6.79	0.445
psr-1	-0.559	7.14	0.571
pssy-1	-1.37	5.09	0.505
pssy-2	0.373	6.69	0.74
pst-1	-0.486	6.73	0.749
pst-2	0.369	5.77	0.816
pstk-1	1.18	2.54	0.594
ptc-1	0.285	8.23	0.617
ptl-1	-4.23	2.71	0.104
ptp-1	-0.0847	3.68	0.976
ptp-2	-0.307	8.88	0.517
ptp-3	-2.12	7.17	0.139
ptps-1	2.13	3.21	0.347
ptr-15	-4.52	2.95	0.0866
ptr-2	0.317	9.68	0.521
ptr-21	-3.51	2.56	0.154
ptr-3	-4.98	3.36	0.0376
puf-10	-1.08	4.73	0.587
puf-11	-0.171	8.91	0.737
puf-12	0.535	7.43	0.494
puf-3	0.485	8.99	0.323
puf-5	0.623	10.4	0.192
puf-6	0.215	8.17	0.7
puf-7	0.365	7.73	0.593
puf-8	0.405	8.29	0.456
puf-9	-0.167	7.05	0.886
pup-2	0.695	9.78	0.135
pup-3	0.263	7.01	0.782
pus-1	0.467	7.35	0.582
pxf-1	0.0887	6.01	0.964
pyc-1	2.3	7.54	0.103
pyk-1	0.0511	9.43	0.916
pyp-1	0.724	8.06	0.223
pyr-1	0.211	8.27	0.698
pzf-1	0.444	8.05	0.461
qars-1	0.217	7.7	0.751
qdpr-1	2.63	5.96	0.229
qns-1	0.148	7.22	0.878
R01B10.4	-1.23	3.65	0.572
R01B10.6	-1.33	6.6	0.255
R01H10.7	-0.0869	4.79	0.97
R02C2.6	4.72	2.97	0.0805
R02D3.3	0.228	7.55	0.785
R02D3.4	0.103	7.79	0.887
R02D3.7	-0.22	8.28	0.69
R02D3.8	0.496	6.15	0.736
R02D5.8	-0.45	5.82	0.775
R02F11.3	-2.35	5.13	0.249
R02F11.4	-0.0245	7.42	0.979
R02F2.1	0.182	8.18	0.745
R02F2.4	-0.836	6.84	0.425
R02F2.7	-2.24	6.53	0.168
R02F2.9	-0.168	5.44	0.92
R03A10.1	-0.746	6.36	0.557
R03D7.1	-0.0463	8.69	0.926
R03D7.2	-3.63	2.23	0.15
R03D7.4	-0.0815	8.28	0.886
R03E1.2	-0.32	5.96	0.823
R03E9.2	-4.76	3.16	0.0746
R03G5.3	1.04	2.64	0.625
R03G5.6	1.3	5.72	0.527
R03H10.2	4.21	2.52	0.117
R04A9.5	0.919	6.9	0.413
R04B3.2	0.941	4.04	0.663
R04D3.2	-0.412	7.74	0.548
R04D3.3	0.293	8.48	0.57
R04D3.4	-1	5.4	0.577
R04E5.8	-0.323	6.93	0.839
R04F11.2	0.151	6.9	0.882
R04F11.3	-0.0706	8.2	0.904
R04F11.5	0.151	5.72	0.929
R05D11.4	1.12	7.27	0.218
R05D11.5	0.519	6.21	0.697
R05D11.6	0.537	7.45	0.512
R05D11.7	0.114	6.34	0.934
R05D11.9	0.657	8.81	0.186
R05D3.12	0.25	7.12	0.802
R05D3.2	-0.227	7.11	0.823
R05D3.8	0.645	7.3	0.465
R05D7.4	0.557	7.37	0.541
R05D7.5	0.279	5.94	0.848
R05D7.7	-3.33	2.04	0.179
R05F9.1	0.86	8.18	0.13
R05F9.11	3.54	3.79	0.121
R05F9.6	1.26	7.7	0.0729
R05F9.9	0.894	6.6	0.456
R05G6.4	0.144	5.76	0.928
R05G6.7	-0.0122	8.97	0.983
R05G9.3	0.00512	7.07	1
R05G9R.1	6.06	4.16	0.0339
R05H10.2	-0.882	5.68	0.633
R05H10.3	0.58	6.41	0.654
R05H10.5	1.75	2.45	0.428
R05H11.1	-1.28	6.93	0.321
R05H5.3	0.108	8.62	0.854
R05H5.5	0.159	6.6	0.897
R06A10.4	-4.49	2.93	0.088
R06A4.2	0.355	5.81	0.818
R06C1.4	2.3	1.95	0.331
R06C7.1	0.338	10.1	0.473
R06C7.2	0.889	6.65	0.519
R06C7.5	-0.502	6.28	0.743
R06C7.6	-1.32	2.94	0.549
R06F6.12	-0.138	6.52	0.91
R06F6.8	0.281	7.1	0.758
R07B7.10	0.928	5.43	0.57
R07B7.2	0.661	7.32	0.461
R07B7.5	-3.25	2.8	0.208
R07B7.8	0.0734	6.34	0.958
R07B7.9	2.77	2.26	0.259
R07E3.2	-3.24	1.97	0.194
R07E4.3	0.865	2.77	0.678
R07E4.5	-1.06	7.29	0.262
R07E5.1	-0.244	6.95	0.803
R07E5.11	-1.25	4.41	0.519
R07E5.13	2.69	4.21	0.225
R07E5.7	0.607	6.6	0.608
R07G3.7	0.397	6.34	0.772
R07G3.8	-0.108	2.89	0.982
R07H5.3	-2.56	5.05	0.213
R07H5.8	0.566	8.34	0.299
R08B4.3	0.792	6.32	0.546
R08C7.12	-2.12	2.43	0.376
R08C7.2	-0.0257	7.2	0.978
R08D7.1	0.13	6.88	0.9
R08D7.2	-0.791	6.69	0.484
R08D7.4	-0.222	6.43	0.883
R08D7.5	1.07	6.26	0.423
R08D7.7	1.45	2.53	0.497
R08E3.3	-1.01	6.26	0.539
R08E5.2	0.112	4.33	0.967
R09A8.1	-3.24	3.89	0.145
R09A8.2	0.754	6.74	0.536
R09B3.2	0.31	7.71	0.697
R09B3.3	-0.117	8.91	0.854
R09F10.3	0.27	5.88	0.859
R09F10.8	0.215	8.16	0.7
R102.4	-1.95	4.09	0.392
R102.5	0.0707	8.35	0.896
R107.2	0.449	4.89	0.807
R107.5	-0.0811	8.22	0.888
R10D12.12	-0.814	5.83	0.595
R10D12.13	0.924	5.72	0.574
R10D12.14	0.412	8.32	0.452
R10D12.8	0.701	6.27	0.688
R10E11.6	-0.615	5.1	0.769
R10E12.2	0.18	6.22	0.898
R10E4.1	-0.298	6.82	0.78
R10E4.11	0.981	5.92	0.558
R10E4.7	1.28	3.26	0.52
R10E4.9	0.177	5.55	0.914
R10E9.3	-1.27	4.42	0.547
R10F2.6	-3.41	3.23	0.18
R10H10.6	0.99	4.82	0.607
R10H10.7	3.26	5.26	0.113
R11.1	2.83	5.94	0.0896
R119.1	1.21	7.05	0.407
R119.3	0.665	4.28	0.763
R11A5.3	-4.99	3.38	0.0602
R11A5.4	0.141	7.47	0.873
R11A8.1	0.42	4.9	0.845
R11A8.2	-0.573	7.6	0.434
R11A8.5	0.0116	7.21	0.991
R11A8.7	-0.77	8.42	0.153
R11D1.1	0.304	7.36	0.741
R11D1.10	1.64	4.85	0.453
R11D1.9	0.683	5.36	0.699
R11G1.2	3.54	3.87	0.11
R11H6.2	0.368	8.64	0.476
R11H6.4	3.42	1.92	0.199
R11H6.5	-0.264	7.67	0.705
R12B2.2	-1.9	4.61	0.353
R12C12.5	-0.297	8.59	0.575
R12C12.6	0.565	7.93	0.397
R12C12.7	0.644	6.46	0.613
